ID_Usuario;Sexo;Nome;Idade;Email;Telefone; Renda_anual ; Valor_Em_Compras ;Score_Fidelidade;Regi�o;Fequencia_de_compra;M�dia_salarial_Mensal;Valor_Unitario_M�dio;Data_da_Compra;M�s_da_Compra;Ano_da_Compra
675;F;Usuário_675;49;usuario675@exemplo.com;+55 52407-2252;R$ 101.564,51;R$ 16.881;9,5;Sul;7;R$ 8.463,71;R$ 2.411,63;15/06/2019;Junho;2019
661;F;Usuário_661;22;usuario661@exemplo.com;+55 23990-5008;R$ 71.811,38;R$ 8.543;8;Nordeste;12;R$ 5.984,28;R$ 711,92;26/06/2022;Junho;2022
1125;F;Usuário_675;49;usuario675@exemplo.com;+55 52407-2252;R$ 101.564,51;R$ 277,00;4,6;Sul;7;R$ 8.463,71;R$ 39,57;15/06/2019;Junho;2019
330;F;Usuário_330;34;usuario330@exemplo.com;+55 60117-1777;R$ 39.784,19;R$ 8.512;4,2;Nordeste;7;R$ 3.315,35;R$ 1.216,06;17/06/2019;Junho;2019
602;F;Usuário_602;34;usuario602@exemplo.com;+55 33079-2712;R$ 186.570,93;R$ 14.537;8,3;Centro-Oeste;4;R$ 15.547,58;R$ 3.634,13;21/05/2018;Maio;2018
332;F;Usuário_332;27;usuario332@exemplo.com;+55 40833-6158;R$ 183.535,27;R$ 13.551;2,8;Centro-Oeste;4;R$ 15.294,61;R$ 3.387,87;24/06/2021;Junho;2021
1111;F;Usuário_661;22;usuario661@exemplo.com;+55 23990-5008;R$ 71.811,38;R$ 583,00;8,5;Nordeste;12;R$ 5.984,28;R$ 48,58;26/06/2022;Junho;2022
782;F;Usuário_332;27;usuario332@exemplo.com;+55 40833-6158;R$ 183.535,27;R$ 151,00;8,4;Centro-Oeste;4;R$ 15.294,61;R$ 37,75;24/06/2021;Junho;2021
98;M;D�nis;50;D�nis@email.com;(76) 71218-1847;R$ 70.000,00;600;1,4;Norte;25;R$ 5.833,33;R$ 24,00;11/09/2023;Setembro;2023
756;M;Usuário_306;42;usuario306@exemplo.com;+55 70556-8220;R$ 73.064,32;R$ 442,00;3,8;Nordeste;9;R$ 6.088,69;R$ 49,11;23/04/2019;Abril;2019
628;M;Usuário_628;18;usuario628@exemplo.com;+55 61465-4765;R$ 130.256,87;R$ 11.894;3,4;Centro-Oeste;3;R$ 10.854,74;R$ 3.964,69;06/05/2020;Maio;2020
780;F;Usuário_330;34;usuario330@exemplo.com;+55 60117-1777;R$ 39.784,19;R$ 690,00;8,1;Nordeste;7;R$ 3.315,35;R$ 98,57;17/06/2019;Junho;2019
354;M;Usuário_354;42;usuario354@exemplo.com;+55 17494-2600;R$ 63.472,48;R$ 6.714;5,6;Centro-Oeste;9;R$ 5.289,37;R$ 746,01;27/04/2019;Abril;2019
399;M;Usuário_399;38;usuario399@exemplo.com;+55 23384-1714;R$ 105.780,79;R$ 15.298;2,9;Nordeste;4;R$ 8.815,07;R$ 3.824,61;28/06/2021;Junho;2021
954;F;Usuário_504;47;usuario504@exemplo.com;+55 97973-8353;R$ 173.610,95;R$ 369,00;7,9;Norte;11;R$ 14.467,58;R$ 33,55;21/05/2018;Maio;2018
288;F;Usuário_288;68;usuario288@exemplo.com;+55 88541-1610;R$ 70.887,26;R$ 14.757;4,1;Nordeste;10;R$ 5.907,27;R$ 1.475,74;28/06/2022;Junho;2022
1078;M;Usuário_628;18;usuario628@exemplo.com;+55 61465-4765;R$ 130.256,87;R$ 240,00;2,1;Centro-Oeste;3;R$ 10.854,74;R$ 80,00;06/05/2020;Maio;2020
191;F;Helayne;30;Helayne@email.com;(43) 68682-2072;R$ 49.000,00;300;1,1;Norte;16;R$ 4.083,33;R$ 18,75;28/10/2023;Outubro;2023
738;F;Usuário_288;68;usuario288@exemplo.com;+55 88541-1610;R$ 70.887,26;R$ 276,00;7,7;Nordeste;10;R$ 5.907,27;R$ 27,60;28/06/2022;Junho;2022
538;F;Usuário_538;41;usuario538@exemplo.com;+55 10337-6842;R$ 75.398,96;R$ 6.218;8,4;Centro-Oeste;6;R$ 6.283,25;R$ 1.036,33;07/05/2020;Maio;2020
8;F;Ahana;36;Ahana@email.com;(27) 02046-3895;R$ 54.000,00;400;2,7;Oeste;19;R$ 4.500,00;R$ 21,05;31/10/2023;Outubro;2023
54;M;C�drick;45;C�drick@email.com;(18) 81707-5496;R$ 65.000,00;500;9,4;Sul;22;R$ 5.416,67;R$ 22,73;12/09/2023;Setembro;2023
1052;F;Usuário_602;34;usuario602@exemplo.com;+55 33079-2712;R$ 186.570,93;R$ 531,00;3,4;Centro-Oeste;4;R$ 15.547,58;R$ 132,75;21/05/2018;Maio;2018
849;M;Usuário_399;38;usuario399@exemplo.com;+55 23384-1714;R$ 105.780,79;R$ 631,00;1,5;Nordeste;4;R$ 8.815,07;R$ 157,75;28/06/2021;Junho;2021
103;M;Dennys;37;Dennys@email.com;(41) 11965-1340;R$ 58.000,00;420;8,8;Oeste;20;R$ 4.833,33;R$ 21,00;16/09/2023;Setembro;2023
804;M;Usuário_354;42;usuario354@exemplo.com;+55 17494-2600;R$ 63.472,48;R$ 971,00;8,7;Centro-Oeste;9;R$ 5.289,37;R$ 107,89;27/04/2019;Abril;2019
589;F;Usuário_589;24;usuario589@exemplo.com;+55 51708-6948;R$ 47.950,02;R$ 4.370;3,5;Sul;3;R$ 3.995,84;R$ 1.456,81;05/07/2022;Julho;2022
464;F;Usuário_464;29;usuario464@exemplo.com;+55 24307-2758;R$ 169.399,83;R$ 11.209;3,6;Sul;3;R$ 14.116,65;R$ 3.736,32;01/07/2021;Julho;2021
914;F;Usuário_464;29;usuario464@exemplo.com;+55 24307-2758;R$ 169.399,83;R$ 716,00;9,5;Sul;3;R$ 14.116,65;R$ 238,67;01/07/2021;Julho;2021
988;F;Usuário_538;41;usuario538@exemplo.com;+55 10337-6842;R$ 75.398,96;R$ 122,00;2,1;Centro-Oeste;6;R$ 6.283,25;R$ 20,33;07/05/2020;Maio;2020
938;M;Usuário_488;31;usuario488@exemplo.com;+55 86979-9344;R$ 194.891,08;R$ 713,00;6,6;Sul;11;R$ 16.240,92;R$ 64,82;12/07/2022;Julho;2022
534;F;Usuário_534;59;usuario534@exemplo.com;+55 39790-4313;R$ 107.622,32;R$ 4.898;3,5;Nordeste;3;R$ 8.968,53;R$ 1.632,67;24/06/2019;Junho;2019
339;F;Usuário_339;45;usuario339@exemplo.com;+55 80723-8394;R$ 141.977,99;R$ 10.779;3,9;Centro-Oeste;4;R$ 11.831,50;R$ 2.694,85;07/07/2021;Julho;2021
789;F;Usuário_339;45;usuario339@exemplo.com;+55 80723-8394;R$ 141.977,99;R$ 711,00;8,3;Centro-Oeste;4;R$ 11.831,50;R$ 177,75;07/07/2021;Julho;2021
480;F;Usuário_480;57;usuario480@exemplo.com;+55 36588-6797;R$ 178.614,37;R$ 9.092;6,6;Centro-Oeste;11;R$ 14.884,53;R$ 826,54;23/05/2018;Maio;2018
114;M;D�rickson;45;D�rickson@email.com;(30) 90623-3771;R$ 65.000,00;500;8,2;Sul;22;R$ 5.416,67;R$ 22,73;18/09/2023;Setembro;2023
570;M;Usuário_570;47;usuario570@exemplo.com;+55 27254-7665;R$ 110.334,60;R$ 5.299;8,7;Sudeste;3;R$ 9.194,55;R$ 1.766,49;21/09/2023;Setembro;2023
930;F;Usuário_480;57;usuario480@exemplo.com;+55 36588-6797;R$ 178.614,37;R$ 485,00;6,6;Centro-Oeste;11;R$ 14.884,53;R$ 44,09;23/05/2018;Maio;2018
650;F;Usuário_650;32;usuario650@exemplo.com;+55 37975-4365;R$ 60.652,89;R$ 6.769;9,8;Nordeste;1;R$ 5.054,41;R$ 6.769,16;11/05/2020;Maio;2020
984;F;Usuário_534;59;usuario534@exemplo.com;+55 39790-4313;R$ 107.622,32;R$ 529,00;9,1;Nordeste;3;R$ 8.968,53;R$ 176,33;24/06/2019;Junho;2019
1100;F;Usuário_650;32;usuario650@exemplo.com;+55 37975-4365;R$ 60.652,89;R$ 60,00;9,9;Nordeste;1;R$ 5.054,41;R$ 60,00;11/05/2020;Maio;2020
1020;M;Usuário_570;47;usuario570@exemplo.com;+55 27254-7665;R$ 110.334,60;R$ 1,00;8,5;Sudeste;3;R$ 9.194,55;R$ 0,33;21/09/2023;Setembro;2023
251;M;Usuário_251;34;usuario251@exemplo.com;+55 51296-8435;R$ 31.173,81;R$ 3.143;6,2;Nordeste;4;R$ 2.597,82;R$ 785,70;16/07/2021;Julho;2021
360;F;Usuário_360;25;usuario360@exemplo.com;+55 89369-3515;R$ 188.605,11;R$ 12.894;8,4;Centro-Oeste;10;R$ 15.717,09;R$ 1.289,41;17/05/2020;Maio;2020
565;F;Usuário_565;63;usuario565@exemplo.com;+55 64201-6174;R$ 57.262,52;R$ 10.263;5,1;Centro-Oeste;1;R$ 4.771,88;R$ 10.263,05;04/06/2018;Junho;2018
810;F;Usuário_360;25;usuario360@exemplo.com;+55 89369-3515;R$ 188.605,11;R$ 331,00;8,9;Centro-Oeste;10;R$ 15.717,09;R$ 33,10;17/05/2020;Maio;2020
634;F;Usuário_634;53;usuario634@exemplo.com;+55 25265-6910;R$ 37.200,30;R$ 804;7,2;Sudeste;6;R$ 3.100,03;R$ 134,05;12/07/2019;Julho;2019
1084;F;Usuário_634;53;usuario634@exemplo.com;+55 25265-6910;R$ 37.200,30;R$ 583,00;3,5;Sudeste;6;R$ 3.100,03;R$ 97,17;12/07/2019;Julho;2019
495;F;Usuário_495;68;usuario495@exemplo.com;+55 90750-6671;R$ 177.608,68;R$ 10.090;4,9;Nordeste;6;R$ 14.800,72;R$ 1.681,66;01/11/2023;Novembro;2023
985;M;Usuário_535;64;usuario535@exemplo.com;+55 61040-2037;R$ 169.143,10;R$ 158,00;8,5;Nordeste;10;R$ 14.095,26;R$ 15,80;12/07/2022;Julho;2022
418;M;Usuário_418;62;usuario418@exemplo.com;+55 89976-1962;R$ 51.052,33;R$ 1.110;1,5;Sul;12;R$ 4.254,36;R$ 92,49;05/05/2019;Maio;2019
868;M;Usuário_418;62;usuario418@exemplo.com;+55 89976-1962;R$ 51.052,33;R$ 939,00;9,6;Sul;12;R$ 4.254,36;R$ 78,25;05/05/2019;Maio;2019
350;F;Usuário_350;21;usuario350@exemplo.com;+55 44637-8887;R$ 163.544,27;R$ 6.602;6,8;Nordeste;10;R$ 13.628,69;R$ 660,18;16/07/2021;Julho;2021
309;F;Usuário_309;42;usuario309@exemplo.com;+55 92304-5993;R$ 144.643,77;R$ 2.525;1,7;Centro-Oeste;4;R$ 12.053,65;R$ 631,34;22/07/2019;Julho;2019
945;F;Usuário_495;68;usuario495@exemplo.com;+55 90750-6671;R$ 177.608,68;R$ 959,00;5,9;Nordeste;6;R$ 14.800,72;R$ 159,83;01/11/2023;Novembro;2023
479;M;Usuário_479;19;usuario479@exemplo.com;+55 71397-6263;R$ 73.842,79;R$ 6.957;2,7;Nordeste;10;R$ 6.153,57;R$ 695,74;24/05/2020;Maio;2020
234;F;Ivete;45;Ivete@email.com;(21) 52649-3039;R$ 65.000,00;500;7,1;Sul;22;R$ 5.416,67;R$ 22,73;02/11/2023;Novembro;2023
1015;F;Usuário_565;63;usuario565@exemplo.com;+55 64201-6174;R$ 57.262,52;R$ 560,00;4,5;Centro-Oeste;1;R$ 4.771,88;R$ 560,00;04/06/2018;Junho;2018
646;M;Usuário_646;70;usuario646@exemplo.com;+55 43843-4530;R$ 121.898,46;R$ 4.963;5,4;Centro-Oeste;5;R$ 10.158,21;R$ 992,56;24/05/2019;Maio;2019
929;M;Usuário_479;19;usuario479@exemplo.com;+55 71397-6263;R$ 73.842,79;R$ 717,00;5,4;Nordeste;10;R$ 6.153,57;R$ 71,70;24/05/2020;Maio;2020
405;F;Usuário_405;26;usuario405@exemplo.com;+55 16544-1067;R$ 98.991,52;R$ 14.782;8,4;Nordeste;1;R$ 8.249,29;R$ 14.781,81;25/05/2020;Maio;2020
855;F;Usuário_405;26;usuario405@exemplo.com;+55 16544-1067;R$ 98.991,52;R$ 851,00;8,5;Nordeste;1;R$ 8.249,29;R$ 851,00;25/05/2020;Maio;2020
275;F;Usuário_275;65;usuario275@exemplo.com;+55 89531-2675;R$ 95.051,72;R$ 14.276;4,9;Sudeste;12;R$ 7.920,98;R$ 1.189,64;26/05/2020;Maio;2020
701;M;Usuário_251;34;usuario251@exemplo.com;+55 51296-8435;R$ 31.173,81;R$ 763,00;2,3;Nordeste;4;R$ 2.597,82;R$ 190,75;16/07/2021;Julho;2021
419;F;Usuário_419;28;usuario419@exemplo.com;+55 81142-2321;R$ 76.402,09;R$ 14.582;4,7;Norte;7;R$ 6.366,84;R$ 2.083,13;28/06/2018;Junho;2018
725;F;Usuário_275;65;usuario275@exemplo.com;+55 89531-2675;R$ 95.051,72;R$ 921,00;9,7;Sudeste;12;R$ 7.920,98;R$ 76,75;26/05/2020;Maio;2020
869;F;Usuário_419;28;usuario419@exemplo.com;+55 81142-2321;R$ 76.402,09;R$ 241,00;8;Norte;7;R$ 6.366,84;R$ 34,43;28/06/2018;Junho;2018
759;F;Usuário_309;42;usuario309@exemplo.com;+55 92304-5993;R$ 144.643,77;R$ 985,00;4,7;Centro-Oeste;4;R$ 12.053,65;R$ 246,25;22/07/2019;Julho;2019
328;M;Usuário_328;50;usuario328@exemplo.com;+55 22006-7811;R$ 135.483,26;R$ 5.274;4,3;Nordeste;11;R$ 11.290,27;R$ 479,45;02/08/2022;Agosto;2022
237;M;Joabe;54;Joabe@email.com;(86) 80268-0833;R$ 74.000,00;630;9,7;Sul;27;R$ 6.166,67;R$ 23,33;23/09/2023;Setembro;2023
265;F;Usuário_265;41;usuario265@exemplo.com;+55 79737-1567;R$ 182.467,61;R$ 19.357;6,6;Sul;10;R$ 15.205,63;R$ 1.935,69;02/07/2018;Julho;2018
462;M;Usuário_462;57;usuario462@exemplo.com;+55 72295-1217;R$ 79.426,42;R$ 13.826;3,7;Centro-Oeste;8;R$ 6.618,87;R$ 1.728,30;27/09/2023;Setembro;2023
800;F;Usuário_350;21;usuario350@exemplo.com;+55 44637-8887;R$ 163.544,27;R$ 236,00;5,6;Nordeste;10;R$ 13.628,69;R$ 23,60;16/07/2021;Julho;2021
1039;F;Usuário_589;24;usuario589@exemplo.com;+55 51708-6948;R$ 47.950,02;R$ 297,00;4,1;Sul;3;R$ 3.995,84;R$ 99,00;05/07/2022;Julho;2022
533;F;Usuário_533;23;usuario533@exemplo.com;+55 52963-9277;R$ 178.681,60;R$ 15.507;6,1;Nordeste;3;R$ 14.890,13;R$ 5.169,01;27/07/2019;Julho;2019
715;F;Usuário_265;41;usuario265@exemplo.com;+55 79737-1567;R$ 182.467,61;R$ 653,00;9,7;Sul;10;R$ 15.205,63;R$ 65,30;02/07/2018;Julho;2018
528;F;Usuário_528;70;usuario528@exemplo.com;+55 50736-6493;R$ 49.539,41;R$ 12.166;1,4;Sudeste;4;R$ 4.128,28;R$ 3.041,56;17/07/2021;Julho;2021
13;F;Aihra;42;Aihra@email.com;(57) 70883-9306;R$ 62.000,00;520;5,7;Norte;23;R$ 5.166,67;R$ 22,61;03/11/2023;Novembro;2023
571;M;Usuário_571;32;usuario571@exemplo.com;+55 68656-9863;R$ 62.710,17;R$ 255;5,1;Norte;10;R$ 5.225,85;R$ 25,46;08/07/2018;Julho;2018
978;F;Usuário_528;70;usuario528@exemplo.com;+55 50736-6493;R$ 49.539,41;R$ 317,00;6,7;Sudeste;4;R$ 4.128,28;R$ 79,25;17/07/2021;Julho;2021
1021;M;Usuário_571;32;usuario571@exemplo.com;+55 68656-9863;R$ 62.710,17;R$ 325,00;7,9;Norte;10;R$ 5.225,85;R$ 32,50;08/07/2018;Julho;2018
631;F;Usuário_631;31;usuario631@exemplo.com;+55 76553-6777;R$ 119.937,53;R$ 12.987;3;Centro-Oeste;7;R$ 9.994,79;R$ 1.855,30;06/06/2020;Junho;2020
983;F;Usuário_533;23;usuario533@exemplo.com;+55 52963-9277;R$ 178.681,60;R$ 830,00;2,5;Nordeste;3;R$ 14.890,13;R$ 276,67;27/07/2019;Julho;2019
1081;F;Usuário_631;31;usuario631@exemplo.com;+55 76553-6777;R$ 119.937,53;R$ 568,00;1,8;Centro-Oeste;7;R$ 9.994,79;R$ 81,14;06/06/2020;Junho;2020
557;M;Usuário_557;40;usuario557@exemplo.com;+55 55534-2771;R$ 84.603,11;R$ 7.376;4,6;Centro-Oeste;12;R$ 7.050,26;R$ 614,63;17/06/2020;Junho;2020
49;F;Bianka;50;Bianka@email.com;(82) 14883-1755;R$ 70.000,00;600;1,7;Oeste;25;R$ 5.833,33;R$ 24,00;04/11/2023;Novembro;2023
912;M;Usuário_462;57;usuario462@exemplo.com;+55 72295-1217;R$ 79.426,42;R$ 19,00;6,2;Centro-Oeste;8;R$ 6.618,87;R$ 2,38;27/09/2023;Setembro;2023
302;F;Usuário_302;63;usuario302@exemplo.com;+55 54348-1664;R$ 157.531,21;R$ 19.679;8,5;Norte;3;R$ 13.127,60;R$ 6.559,72;08/08/2019;Agosto;2019
752;F;Usuário_302;63;usuario302@exemplo.com;+55 54348-1664;R$ 157.531,21;R$ 375,00;9,4;Norte;3;R$ 13.127,60;R$ 125,00;08/08/2019;Agosto;2019
59;M;Celon;31;Celon@email.com;(76) 33163-3115;R$ 51.000,00;340;1;Norte;17;R$ 4.250,00;R$ 20,00;28/09/2023;Setembro;2023
1007;M;Usuário_557;40;usuario557@exemplo.com;+55 55534-2771;R$ 84.603,11;R$ 573,00;9,1;Centro-Oeste;12;R$ 7.050,26;R$ 47,75;17/06/2020;Junho;2020
1096;M;Usuário_646;70;usuario646@exemplo.com;+55 43843-4530;R$ 121.898,46;R$ 767,00;5,1;Centro-Oeste;5;R$ 10.158,21;R$ 153,40;24/05/2019;Maio;2019
369;F;Usuário_369;41;usuario369@exemplo.com;+55 14237-4081;R$ 74.034,59;R$ 530;8,9;Sudeste;10;R$ 6.169,55;R$ 53,01;08/07/2022;Julho;2022
456;M;Usuário_456;39;usuario456@exemplo.com;+55 30147-6487;R$ 153.776,15;R$ 8.587;9,3;Sudeste;5;R$ 12.814,68;R$ 1.717,40;15/06/2019;Junho;2019
513;M;Usuário_513;64;usuario513@exemplo.com;+55 40218-3584;R$ 110.399,04;R$ 7.974;5,8;Sudeste;3;R$ 9.199,92;R$ 2.658,14;18/07/2021;Julho;2021
356;M;Usuário_356;29;usuario356@exemplo.com;+55 92816-2043;R$ 84.785,24;R$ 10.531;8,7;Sul;1;R$ 7.065,44;R$ 10.531,27;19/06/2020;Junho;2020
806;M;Usuário_356;29;usuario356@exemplo.com;+55 92816-2043;R$ 84.785,24;R$ 925,00;7,4;Sul;1;R$ 7.065,44;R$ 925,00;19/06/2020;Junho;2020
346;M;Usuário_346;36;usuario346@exemplo.com;+55 46169-6052;R$ 25.862,13;R$ 18.525;8,4;Nordeste;4;R$ 2.155,18;R$ 4.631,29;09/07/2018;Julho;2018
819;F;Usuário_369;41;usuario369@exemplo.com;+55 14237-4081;R$ 74.034,59;R$ 183,00;5,8;Sudeste;10;R$ 6.169,55;R$ 18,30;08/07/2022;Julho;2022
153;F;Evanyce;33;Evanyce@email.com;(54) 96744-3190;R$ 53.000,00;380;7,3;Sul;18;R$ 4.416,67;R$ 21,11;06/11/2023;Novembro;2023
48;F;Biani;41;Biani@email.com;(36) 74250-0010;R$ 61.000,00;480;3,4;Sul;21;R$ 5.083,33;R$ 22,86;10/11/2023;Novembro;2023
372;F;Usuário_372;41;usuario372@exemplo.com;+55 44742-6767;R$ 176.206,15;R$ 16.867;3,8;Sudeste;6;R$ 14.683,85;R$ 2.811,17;09/07/2018;Julho;2018
527;M;Usuário_527;38;usuario527@exemplo.com;+55 43123-2999;R$ 152.596,00;R$ 18.052;1,6;Centro-Oeste;12;R$ 12.716,33;R$ 1.504,29;01/07/2020;Julho;2020
243;F;Usuário_243;36;usuario243@exemplo.com;+55 72695-1143;R$ 56.546,11;R$ 4.843;9,4;Nordeste;10;R$ 4.712,18;R$ 484,31;16/07/2022;Julho;2022
532;F;Usuário_532;65;usuario532@exemplo.com;+55 68469-4808;R$ 122.605,74;R$ 9.616;9,4;Sudeste;7;R$ 10.217,15;R$ 1.373,76;12/08/2019;Agosto;2019
693;F;Usuário_243;36;usuario243@exemplo.com;+55 72695-1143;R$ 56.546,11;R$ 87,00;3;Nordeste;10;R$ 4.712,18;R$ 8,70;16/07/2022;Julho;2022
778;M;Usuário_328;50;usuario328@exemplo.com;+55 22006-7811;R$ 135.483,26;R$ 788,00;2;Nordeste;11;R$ 11.290,27;R$ 71,64;02/08/2022;Agosto;2022
138;M;Evanilson;41;Evanilson@email.com;(56) 87772-7049;R$ 61.000,00;480;9;Sul;21;R$ 5.083,33;R$ 22,86;29/09/2023;Setembro;2023
982;F;Usuário_532;65;usuario532@exemplo.com;+55 68469-4808;R$ 122.605,74;R$ 138,00;6;Sudeste;7;R$ 10.217,15;R$ 19,71;12/08/2019;Agosto;2019
796;M;Usuário_346;36;usuario346@exemplo.com;+55 46169-6052;R$ 25.862,13;R$ 167,00;1,2;Nordeste;4;R$ 2.155,18;R$ 41,75;09/07/2018;Julho;2018
603;F;Usuário_603;61;usuario603@exemplo.com;+55 18569-1776;R$ 97.470,07;R$ 13.330;7,4;Nordeste;12;R$ 8.122,51;R$ 1.110,85;19/07/2022;Julho;2022
688;F;Usuário_688;69;usuario688@exemplo.com;+55 78930-5295;R$ 86.000,30;R$ 9.434;6,3;Centro-Oeste;7;R$ 7.166,69;R$ 1.347,73;13/11/2023;Novembro;2023
264;M;Usuário_264;59;usuario264@exemplo.com;+55 45747-7888;R$ 77.262,77;R$ 10.912;7,1;Sul;8;R$ 6.438,56;R$ 1.364,04;08/08/2022;Agosto;2022
963;M;Usuário_513;64;usuario513@exemplo.com;+55 40218-3584;R$ 110.399,04;R$ 528,00;6,4;Sudeste;3;R$ 9.199,92;R$ 176,00;18/07/2021;Julho;2021
493;M;Usuário_493;35;usuario493@exemplo.com;+55 84098-6742;R$ 37.082,36;R$ 19.348;5,5;Sul;6;R$ 3.090,20;R$ 3.224,67;07/10/2023;Outubro;2023
478;M;Usuário_478;60;usuario478@exemplo.com;+55 12704-6816;R$ 76.401,72;R$ 18.559;8,4;Sudeste;12;R$ 6.366,81;R$ 1.546,55;20/07/2021;Julho;2021
943;M;Usuário_493;35;usuario493@exemplo.com;+55 84098-6742;R$ 37.082,36;R$ 588,00;4;Sul;6;R$ 3.090,20;R$ 98,00;07/10/2023;Outubro;2023
928;M;Usuário_478;60;usuario478@exemplo.com;+55 12704-6816;R$ 76.401,72;R$ 326,00;3,5;Sudeste;12;R$ 6.366,81;R$ 27,17;20/07/2021;Julho;2021
537;M;Usuário_537;52;usuario537@exemplo.com;+55 44296-3677;R$ 74.616,37;R$ 14.293;4;Sudeste;6;R$ 6.218,03;R$ 2.382,09;01/07/2020;Julho;2020
536;F;Usuário_536;65;usuario536@exemplo.com;+55 27461-9662;R$ 144.836,88;R$ 19.987;8,3;Sudeste;9;R$ 12.069,74;R$ 2.220,78;27/07/2021;Julho;2021
977;M;Usuário_527;38;usuario527@exemplo.com;+55 43123-2999;R$ 152.596,00;R$ 132,00;9;Centro-Oeste;12;R$ 12.716,33;R$ 11,00;01/07/2020;Julho;2020
906;M;Usuário_456;39;usuario456@exemplo.com;+55 30147-6487;R$ 153.776,15;R$ 964,00;6;Sudeste;5;R$ 12.814,68;R$ 192,80;15/06/2019;Junho;2019
679;M;Usuário_679;34;usuario679@exemplo.com;+55 70531-2845;R$ 113.006,82;R$ 2.974;8,6;Sudeste;9;R$ 9.417,24;R$ 330,44;02/07/2019;Julho;2019
987;M;Usuário_537;52;usuario537@exemplo.com;+55 44296-3677;R$ 74.616,37;R$ 843,00;3,2;Sudeste;6;R$ 6.218,03;R$ 140,50;01/07/2020;Julho;2020
1053;F;Usuário_603;61;usuario603@exemplo.com;+55 18569-1776;R$ 97.470,07;R$ 896,00;2,4;Nordeste;12;R$ 8.122,51;R$ 74,67;19/07/2022;Julho;2022
623;M;Usuário_623;28;usuario623@exemplo.com;+55 34637-9810;R$ 79.389,97;R$ 11.520;2;Sudeste;7;R$ 6.615,83;R$ 1.645,78;09/10/2023;Outubro;2023
714;M;Usuário_264;59;usuario264@exemplo.com;+55 45747-7888;R$ 77.262,77;R$ 54,00;6,9;Sul;8;R$ 6.438,56;R$ 6,75;08/08/2022;Agosto;2022
822;F;Usuário_372;41;usuario372@exemplo.com;+55 44742-6767;R$ 176.206,15;R$ 685,00;3,1;Sudeste;6;R$ 14.683,85;R$ 114,17;09/07/2018;Julho;2018
421;F;Usuário_421;70;usuario421@exemplo.com;+55 43613-5372;R$ 90.074,40;R$ 9.968;9,3;Centro-Oeste;1;R$ 7.506,20;R$ 9.968,47;20/07/2022;Julho;2022
986;F;Usuário_536;65;usuario536@exemplo.com;+55 27461-9662;R$ 144.836,88;R$ 137,00;8,3;Sudeste;9;R$ 12.069,74;R$ 15,22;27/07/2021;Julho;2021
986;F;Usuário_536;65;usuario536@exemplo.com;+55 27461-9662;R$ 144.836,88;R$ 137,00;8,3;Sudeste;9;R$ 12.069,74;R$ 15,22;27/08/2021;Agosto;2021
664;M;Usuário_664;57;usuario664@exemplo.com;+55 55711-7932;R$ 193.876,38;R$ 11.453;5,5;Nordeste;11;R$ 16.156,37;R$ 1.041,15;04/08/2021;Agosto;2021
592;M;Usuário_592;23;usuario592@exemplo.com;+55 18021-6485;R$ 86.833,63;R$ 560;8,7;Sul;2;R$ 7.236,14;R$ 280,10;19/07/2018;Julho;2018
500;M;Usuário_500;32;usuario500@exemplo.com;+55 15578-8810;R$ 171.918,59;R$ 2.348;1,7;Sudeste;2;R$ 14.326,55;R$ 1.174,11;09/08/2022;Agosto;2022
1114;M;Usuário_664;57;usuario664@exemplo.com;+55 55711-7932;R$ 193.876,38;R$ 939,00;3,9;Nordeste;11;R$ 16.156,37;R$ 85,36;04/08/2021;Agosto;2021
871;F;Usuário_421;70;usuario421@exemplo.com;+55 43613-5372;R$ 90.074,40;R$ 865,00;2,9;Centro-Oeste;1;R$ 7.506,20;R$ 865,00;20/07/2022;Julho;2022
1129;M;Usuário_679;34;usuario679@exemplo.com;+55 70531-2845;R$ 113.006,82;R$ 979,00;6,3;Sudeste;9;R$ 9.417,24;R$ 108,78;02/07/2019;Julho;2019
627;F;Usuário_627;29;usuario627@exemplo.com;+55 30572-6882;R$ 164.232,91;R$ 16.882;6,1;Centro-Oeste;9;R$ 13.686,08;R$ 1.875,81;14/08/2019;Agosto;2019
401;M;Usuário_401;57;usuario401@exemplo.com;+55 44208-6929;R$ 149.744,60;R$ 15.062;9,1;Norte;11;R$ 12.478,72;R$ 1.369,29;06/07/2020;Julho;2020
1042;M;Usuário_592;23;usuario592@exemplo.com;+55 18021-6485;R$ 86.833,63;R$ 92,00;6,2;Sul;2;R$ 7.236,14;R$ 46,00;19/07/2018;Julho;2018
1073;M;Usuário_623;28;usuario623@exemplo.com;+55 34637-9810;R$ 79.389,97;R$ 186,00;3,3;Sudeste;7;R$ 6.615,83;R$ 26,57;09/10/2023;Outubro;2023
1077;F;Usuário_627;29;usuario627@exemplo.com;+55 30572-6882;R$ 164.232,91;R$ 669,00;5;Centro-Oeste;9;R$ 13.686,08;R$ 74,33;14/08/2019;Agosto;2019
199;M;Ioshua;50;Ioshua@email.com;(72) 01922-5818;R$ 70.000,00;600;7,7;Oeste;25;R$ 5.833,33;R$ 24,00;13/10/2023;Outubro;2023
1138;F;Usuário_688;69;usuario688@exemplo.com;+55 78930-5295;R$ 86.000,30;R$ 89,00;8,9;Centro-Oeste;7;R$ 7.166,69;R$ 12,71;13/11/2023;Novembro;2023
